PID pid_obj(2.3, 0 , 0.14)
Time, Theta, Acc, Vel
-29932, 37.78, 0.03, -30.74
-28160, 37.78, 0.03, -30.73
-26368, 37.78, -0.87, -30.87
-20680, 17.52, 2.10, -22.37
-18904, 17.52, 2.10, -22.01
-17104, 17.52, -0.40, -22.07
-11420, -11.76, 3.89, -6.27
-9684, -11.76, 3.89, -5.59
-7968, -11.76, 0.27, -5.54
-6264, -11.76, 0.27, -5.50
-668, -45.39, 5.27, 15.82
1020, -45.39, 5.27, 16.75
2768, -45.39, 1.04, 16.92
4516, -45.39, 1.04, 17.09
10152, -60.68, 3.30, 30.53
11988, -60.68, 3.30, 31.32
13784, -60.68, 1.40, 31.55
19472, -47.64, -0.52, 29.45
21248, -47.64, -0.52, 29.36
23048, -47.64, 1.10, 29.55
28740, -20.31, -2.91, 17.74
30520, -20.31, -2.91, 17.22
32328, -20.31, 0.47, 17.30
-31416, -20.31, 0.47, 17.37
-25704, 5.38, -3.29, 3.99
-24020, 5.38, -3.29, 3.41
-22312, 5.38, -0.12, 3.39
-16728, 34.67, -4.49, -14.75
-14940, 34.67, -4.49, -15.52
-13128, 34.67, -0.80, -15.64
-11328, 34.67, -0.80, -15.77
-5596, 49.60, -2.97, -27.92
-3800, 49.60, -2.97, -28.61
-2056, 49.60, -1.14, -28.79
3596, 38.44, 0.50, -26.75
5320, 38.44, 0.50, -26.66
7048, 38.44, -0.88, -26.81
8804, 38.44, -0.88, -26.95
14464, 11.21, 3.12, -14.22
16240, 11.21, 3.12, -13.67
18040, 11.21, -0.26, -13.71
23728, -15.05, 3.59, 0.79
25440, -15.05, 3.59, 1.42
27192, -15.05, 0.35, 1.48
28932, -15.05, 0.35, 1.54
-30936, -45.23, 4.79, 21.10
-29156, -45.23, 4.79, 21.94
-27352, -45.23, 1.04, 22.11
-21596, -59.86, 3.16, 35.14
-19808, -59.86, 3.16, 35.70
-18000, -59.86, 1.38, 35.93
-12312, -48.66, -0.26, 34.87
-10524, -48.66, -0.26, 34.82
-8720, -48.66, 1.12, 35.00
-6968, -48.66, 1.12, 35.19
-1316, -28.16, -1.90, 27.48
428, -28.16, -1.90, 27.14
2132, -28.16, 0.65, 27.25
7760, 6.55, -4.48, 9.15
9400, 6.55, -4.48, 8.36
11044, 6.55, -0.15, 8.33
12744, 6.55, -0.15, 8.31
18316, 41.14, -5.31, -13.14
20104, 41.14, -5.31, -14.08
21908, 41.14, -0.95, -14.23
27604, 52.34, -2.59, -24.69
29444, 52.34, -2.59, -25.29
31252, 52.34, -1.20, -25.49
-32484, 52.34, -1.20, -25.69
-26756, 33.92, 1.48, -19.64
-24976, 33.92, 1.48, -19.38
-23176, 33.92, -0.78, -19.51
-17464, 5.47, 3.37, -5.77
-15772, 5.47, 3.37, -5.17
-14064, 5.47, -0.13, -5.19
-12356, 5.47, -0.13, -5.22
-6712, -24.19, 4.25, 12.16
-4972, -24.19, 4.25, 12.92
-3212, -24.19, 0.56, 13.02
2440, -52.74, 4.76, 32.39
4236, -52.74, 4.76, 33.57
5980, -52.74, 1.21, 33.77
7736, -52.74, 1.21, 33.97
13380, -62.08, 2.59, 44.47
15148, -62.08, 2.59, 44.94
16944, -62.08, 1.43, 45.18
22656, -47.23, -0.74, 42.15
24440, -47.23, -0.74, 42.02
26240, -47.23, 1.09, 42.19
31972, -12.94, -3.91, 26.24
-31780, -12.94, -3.91, 25.54
-29968, -12.94, 0.30, 25.58
-28164, -12.94, 0.30, 25.63
-22484, 33.86, -6.57, -0.97
-20760, 33.86, -6.57, -2.12
-18996, 33.86, -0.78, -2.25
-13324, 58.93, -4.46, -20.42
-11536, 58.93, -4.46, -21.21
-9724, 58.93, -1.36, -21.43
-7956, 58.93, -1.36, -21.65
-2284, 78.42, -4.22, -38.81
-480, 78.42, -4.22, -39.79
1236, 78.42, -1.80, -40.08
6860, 80.39, -2.10, -48.56
8592, 80.39, -2.10, -48.93
10352, 80.39, -1.85, -49.24
12152, 80.39, -1.85, -49.54
17900, 64.37, 0.48, -47.58
19672, 64.37, 0.48, -47.50
21504, 64.37, -1.48, -47.82
27208, 40.79, 1.97, -39.82
28984, 40.79, 1.97, -39.49
30784, 40.79, -0.94, -39.64
-29048, 0.71, 4.92, -19.63
-27324, 0.71, 4.92, -18.78
-25568, 0.71, -0.02, -18.79
-23832, 0.71, -0.02, -18.79
-18188, -27.54, 4.16, -1.93
-16456, -27.54, 4.16, -1.20
-14692, -27.54, 0.63, -1.09
-9024, -53.15, 4.40, 16.81
-7284, -53.15, 4.40, 17.60
-5524, -53.15, 1.22, 17.80
-3772, -53.15, 1.22, 18.01
1904, -59.30, 2.12, 26.68
3688, -59.30, 2.12, 27.16
5444, -59.30, 1.36, 27.39
11052, -43.85, -0.93, 23.66
12828, -43.85, -0.93, 23.50
14624, -43.85, 1.01, 23.66
16420, -43.85, 1.01, 23.84
22124, -21.25, -2.29, 14.49
23912, -21.25, -2.29, 14.09
25716, -21.25, 0.49, 14.17
31400, -0.11, -2.61, 3.61
-32448, -0.11, -2.61, 3.14
-30736, -0.11, 0.00, 3.14
-29048, -0.11, 0.00, 3.14
-23436, 24.56, -3.66, -11.80
-21660, 24.56, -3.66, -12.44
-19852, 24.56, -0.56, -12.53
-14144, 39.43, -2.74, -23.63
-12304, 39.43, -2.74, -24.26
-10492, 39.43, -0.91, -24.41
-8684, 39.43, -0.91, -24.56
-3016, 31.21, 0.30, -23.33
-1296, 31.21, 0.30, -23.28
444, 31.21, -0.72, -23.40
6016, 9.41, 2.53, -13.16
7700, 9.41, 2.53, -12.72
9404, 9.41, -0.22, -12.75
11100, 9.41, -0.22, -12.79
16752, -19.85, 4.10, 3.84
18476, -19.85, 4.10, 4.58
20228, -19.85, 0.46, 4.65
25856, -53.44, 5.43, 26.55
27696, -53.44, 5.43, 27.88
29488, -53.44, 1.23, 28.08
31292, -53.44, 1.23, 28.29
-28516, -69.36, 3.55, 42.82
-26736, -69.36, 3.55, 43.44
-24928, -69.36, 1.60, 43.70
-19236, -58.00, -0.07, 43.42
-17468, -58.00, -0.07, 43.41
-15676, -58.00, 1.33, 43.63
-9960, -22.23, -3.89, 27.77
-8220, -22.23, -3.89, 27.07
-6460, -22.23, 0.51, 27.16
-4708, -22.23, 0.51, 27.24
952, 28.57, -6.98, -1.14
2592, 28.57, -6.98, -2.34
4296, 28.57, -0.66, -2.45
9892, 57.95, -5.03, -22.84
11624, 57.95, -5.03, -23.73
13424, 57.95, -1.33, -23.95
15220, 57.95, -1.33, -24.17
20920, 77.47, -4.19, -41.10
22760, 77.47, -4.19, -42.10
24556, 77.47, -1.78, -42.39
30268, 76.99, -1.71, -49.35
32052, 76.99, -1.71, -49.65
-31680, 76.99, -1.77, -49.95
-29872, 76.99, -1.77, -50.24
-24140, 58.80, 0.88, -46.66
-22368, 58.80, 0.88, -46.50
-20540, 58.80, -1.35, -46.79
-14872, 32.08, 2.58, -36.43
-13096, 32.08, 2.58, -35.99
-11308, 32.08, -0.74, -36.10
-5584, -8.34, 5.16, -15.01
-3888, -8.34, 5.16, -14.08
-2184, -8.34, 0.19, -14.05
-472, -8.34, 0.19, -14.02
5092, -35.38, 4.23, 3.23
6780, -35.38, 4.23, 3.97
8484, -35.38, 0.81, 4.11
10184, -35.38, 0.81, 4.24
15828, -60.33, 4.50, 22.48
17608, -60.33, 4.50, 23.29
19400, -60.33, 1.39, 23.52
25152, -66.41, 2.27, 32.82
26932, -66.41, 2.27, 33.22
28740, -66.41, 1.53, 33.48
-31108, -52.18, -0.56, 31.24
-29320, -52.18, -0.56, 31.14
-27508, -52.18, 1.20, 31.34
-25700, -52.18, 1.20, 31.55
-19972, -35.77, -1.19, 26.68
-18180, -35.77, -1.19, 26.47
-16368, -35.77, 0.82, 26.61
-10676, -9.11, -3.08, 14.13
-8940, -9.11, -3.08, 13.58
-7224, -9.11, 0.21, 13.61
-5516, -9.11, 0.21, 13.65
108, 21.23, -4.28, -3.80
1740, 21.23, -4.28, -4.53
3448, 21.23, -0.49, -4.61
9052, 33.36, -2.29, -13.92
10788, 33.36, -2.29, -14.32
12596, 33.36, -0.77, -14.44
14396, 33.36, -0.77, -14.57
20092, 19.52, 1.26, -9.48
21816, 19.52, 1.26, -9.26
23572, 19.52, -0.45, -9.34
29200, -6.73, 3.43, 4.50
30880, -6.73, 3.43, 5.13
32584, -6.73, 0.15, 5.16
-31248, -6.73, 0.15, 5.18
-25652, -25.33, 2.92, 17.03
-23812, -25.33, 2.92, 17.72
-22004, -25.33, 0.58, 17.82
-16316, -22.65, 0.19, 18.58
-14548, -22.65, 0.19, 18.62
-12748, -22.65, 0.52, 18.70
-10948, -22.65, 0.52, 18.79
-5208, -3.84, -2.21, 9.68
-3556, -3.84, -2.21, 9.29
-1892, -3.84, 0.09, 9.30
3600, 20.02, -3.52, -4.81
5284, 20.02, -3.52, -5.44
6980, 20.02, -0.46, -5.52
8680, 20.02, -0.46, -5.59
14316, 56.02, -5.79, -29.31
16156, 56.02, -5.79, -30.66
17956, 56.02, -1.29, -30.86
23636, 78.39, -4.57, -49.32
25416, 78.39, -4.57, -50.13
27224, 78.39, -1.80, -50.42
29024, 78.39, -1.80, -50.70
-30816, 69.36, -0.48, -52.65
-28972, 69.36, -0.48, -52.76
-27168, 69.36, -1.60, -53.02
-21460, 35.65, 3.33, -39.47
-19684, 35.65, 3.33, -38.90
-17884, 35.65, -0.82, -39.03
-12180, -20.32, 7.38, -9.06
-10452, -20.32, 7.38, -7.74
-8680, -20.32, 0.47, -7.66
-6968, -20.32, 0.47, -7.58
-1344, -59.86, 6.32, 18.17
400, -59.86, 6.32, 19.30
2100, -59.86, 1.38, 19.55
7720, -84.18, 4.97, 39.57
9512, -84.18, 4.97, 40.75
11260, -84.18, 1.94, 41.07
13056, -84.18, 1.94, 41.40
18752, -77.32, 0.93, 45.17
20532, -77.32, 0.93, 45.34
22320, -77.32, 1.78, 45.64
28028, -50.00, -2.21, 36.64
29804, -50.00, -2.21, 36.24
31600, -50.00, 1.15, 36.43
-32144, -50.00, 1.15, 36.62
-26364, -10.07, -4.62, 17.51
-24584, -10.07, -4.62, 16.70
-22780, -10.07, 0.23, 16.74
-17080, 29.82, -5.60, -6.04
-15352, 29.82, -5.60, -7.07
-13608, 29.82, -0.69, -7.18
-7960, 41.98, -2.48, -17.20
-6236, 41.98, -2.48, -17.63
-4480, 41.98, -0.97, -17.78
-2720, 41.98, -0.97, -17.93
2964, 36.38, -0.14, -18.52
4692, 36.38, -0.14, -18.54
6436, 36.38, -0.84, -18.68
12084, 36.98, -0.93, -22.43
13856, 36.98, -0.93, -22.59
15652, 36.98, -0.85, -22.73
17452, 36.98, -0.85, -22.88
23212, 44.52, -1.94, -30.90
24984, 44.52, -1.94, -31.23
26784, 44.52, -1.02, -31.40
32488, 50.58, -1.91, -39.17
-31264, 50.58, -1.91, -39.50
-29456, 50.58, -1.16, -39.69
-27636, 50.58, -1.16, -39.88
-21916, 55.06, -1.82, -47.29
-20072, 55.06, -1.82, -47.72
-18260, 55.06, -1.27, -47.92
-12544, 29.31, 2.49, -37.76
-10764, 29.31, 2.49, -37.34
-8956, 29.31, -0.67, -37.44
-3288, -8.32, 4.86, -17.66
-1592, -8.32, 4.86, -16.79
128, -8.32, 0.19, -16.76
1772, -8.32, 0.19, -16.72
7388, -33.52, 3.92, -0.74
9072, -33.52, 3.92, -0.05
10768, -33.52, 0.77, 0.07
12512, -33.52, 0.77, 0.20
18140, -55.34, 4.00, 16.46
19916, -55.34, 4.00, 17.16
21716, -55.34, 1.27, 17.38
27420, -60.82, 2.07, 25.81
29256, -60.82, 2.07, 26.31
31056, -60.82, 1.40, 26.54
-28788, -45.33, -0.87, 23.01
-27004, -45.33, -0.87, 22.86
-25196, -45.33, 1.04, 23.03
-23396, -45.33, 1.04, 23.21
-17696, -23.14, -2.21, 14.26
-15900, -23.14, -2.21, 13.87
-14088, -23.14, 0.53, 13.95
-8380, -2.24, -2.53, 3.69
-6728, -2.24, -2.53, 3.24
-5060, -2.24, 0.05, 3.24
-3416, -2.24, 0.05, 3.25
2124, 22.65, -3.68, -11.68
3852, 22.65, -3.68, -12.32
5612, 22.65, -0.52, -12.40
11228, 37.27, -2.69, -23.24
13068, 37.27, -2.69, -23.86
14868, 37.27, -0.86, -24.00
16656, 37.27, -0.86, -24.14
22352, 29.55, 0.27, -23.03
24120, 29.55, 0.27, -22.98
25908, 29.55, -0.68, -23.10
31596, 9.21, 2.30, -13.76
-32216, 9.21, 2.30, -13.36
-30456, 9.21, -0.21, -13.40
-28704, 9.21, -0.21, -13.43
-23024, -20.41, 4.14, 3.46
-21288, -20.41, 4.14, 4.19
-19528, -20.41, 0.47, 4.26
-13876, -54.62, 5.51, 26.59
-12028, -54.62, 5.51, 27.92
-10216, -54.62, 1.26, 28.14
-4512, -70.56, 3.59, 42.65
-2772, -70.56, 3.59, 43.30
-1012, -70.56, 1.62, 43.57
736, -70.56, 1.62, 43.85
6364, -58.46, -0.17, 43.16
8100, -58.46, -0.17, 43.13
9864, -58.46, 1.34, 43.36
15560, -23.35, -3.79, 27.80
17328, -23.35, -3.79, 27.13
19136, -23.35, 0.54, 27.22
20936, -23.35, 0.54, 27.31
26636, 27.05, -6.85, -0.49
28348, 27.05, -6.85, -1.70
30096, 27.05, -0.62, -1.80
-29796, 57.00, -5.04, -22.33
-28024, 57.00, -5.04, -23.20
-26228, 57.00, -1.31, -23.41
-24424, 57.00, -1.31, -23.64
-18708, 76.85, -4.20, -40.77
-16860, 76.85, -4.20, -41.76
-15052, 76.85, -1.77, -42.05
-9324, 76.96, -1.78, -49.34
-7576, 76.96, -1.78, -49.65
-5812, 76.96, -1.77, -49.94
-156, 57.86, 1.04, -45.70
1524, 57.86, 1.04, -45.52
3264, 57.86, -1.33, -45.74
5068, 57.86, -1.33, -46.02
10724, 33.03, 2.33, -36.56
12500, 33.03, 2.33, -36.16
14296, 33.03, -0.76, -36.28
20004, -7.06, 5.10, -15.52
21732, -7.06, 5.10, -14.60
23480, -7.06, 0.16, -14.58
25232, -7.06, 0.16, -14.55
30884, -34.12, 4.15, 2.33
32612, -34.12, 4.15, 3.06
-31168, -34.12, 0.78, 3.19
-25500, -58.12, 4.32, 20.74
-23720, -58.12, 4.32, 21.50
-21912, -58.12, 1.34, 21.72
-20092, -58.12, 1.34, 21.94
-14304, -64.28, 2.23, 31.17
-12524, -64.28, 2.23, 31.56
-10716, -64.28, 1.48, 31.80
-5016, -48.88, -0.78, 28.66
-3284, -48.88, -0.78, 28.52
-1524, -48.88, 1.12, 28.71
236, -48.88, 1.12, 28.90
5820, -29.85, -1.71, 21.97
7560, -29.85, -1.71, 21.67
9324, -29.85, 0.69, 21.79
14972, -2.69, -3.32, 8.28
16664, -2.69, -3.32, 7.70
18364, -2.69, 0.06, 7.71
20060, -2.69, 0.06, 7.72
25664, 26.68, -4.30, -9.80
27376, 26.68, -4.30, -10.54
29176, 26.68, -0.61, -10.63
-30640, 40.52, -2.64, -21.35
-28796, 40.52, -2.64, -21.96
-26988, 40.52, -0.93, -22.11
-21280, 28.41, 0.84, -18.71
-19508, 28.41, 0.84, -18.56
-17712, 28.41, -0.65, -18.67
-15908, 28.41, -0.65, -18.77
-10172, 4.09, 2.89, -6.98
-8500, 4.09, 2.89, -6.47
-6852, 4.09, -0.09, -6.48
-5216, 4.09, -0.09, -6.50
320, -24.98, 4.27, 10.82
2000, -24.98, 4.27, 11.57
3748, -24.98, 0.57, 11.66
9388, -54.95, 5.01, 31.94
11164, -54.95, 5.01, 33.08
12964, -54.95, 1.26, 33.29
14772, -54.95, 1.26, 33.51
20468, -68.41, 3.23, 46.63
22252, -68.41, 3.23, 47.21
24060, -68.41, 1.57, 47.48
29756, -56.87, -0.12, 47.01
31536, -56.87, -0.12, 46.98
-32140, -56.87, 1.31, 47.28
-26424, -23.42, -3.57, 32.75
-24640, -23.42, -3.57, 32.12
-22828, -23.42, 0.54, 32.21
-21016, -23.42, 0.54, 32.30
-15296, 24.30, -6.42, 6.08
-13584, 24.30, -6.42, 4.98
-11832, 24.30, -0.56, 4.89
-6188, 53.63, -4.89, -14.97
-4448, 53.63, -4.89, -15.81
-2680, 53.63, -1.23, -16.02
-924, 53.63, -1.23, -16.23
4692, 74.96, -4.39, -34.05
6480, 74.96, -4.39, -35.07
8228, 74.96, -1.72, -35.36
13872, 73.81, -1.55, -41.64
15656, 73.81, -1.55, -41.92
17460, 73.81, -1.70, -42.20
23140, 51.24, 1.61, -35.66
24920, 51.24, 1.61, -35.38
26720, 51.24, -1.18, -35.58
28520, 51.24, -1.18, -35.77
-31328, 20.80, 3.29, -22.51
-29552, 20.80, 3.29, -21.92
-27760, 20.80, -0.48, -21.99
-22056, -19.65, 5.44, 0.16
-20332, -19.65, 5.44, 1.16
-18576, -19.65, 0.45, 1.24
-16824, -19.65, 0.45, 1.31
-11136, -42.59, 3.82, 16.96
-9360, -42.59, 3.82, 17.65
-7604, -42.59, 0.98, 17.81
-1892, -32.23, -0.54, 15.60
-164, -32.23, -0.54, 15.51
1552, -32.23, 0.74, 15.63
3304, -32.23, 0.74, 15.75
9004, -2.54, -3.61, 0.88
10644, -2.54, -3.61, 0.23
12348, -2.54, 0.06, 0.24
17896, 17.47, -2.93, -11.59
19676, 17.47, -2.93, -12.10
21468, 17.47, -0.40, -12.16
23264, 17.47, -0.40, -12.23
28976, 37.14, -3.27, -25.57
30756, 37.14, -3.27, -26.16
32556, 37.14, -0.85, -26.30
-27240, 56.15, -3.62, -41.12
-25448, 56.15, -3.62, -41.77
-23640, 56.15, -1.29, -41.98
-17916, 60.28, -1.89, -49.69
-16132, 60.28, -1.89, -50.02
-14328, 60.28, -1.39, -50.25
-12524, 60.28, -1.39, -50.47
-6736, 54.43, -0.54, -52.69
-5000, 54.43, -0.54, -52.79
-3244, 54.43, -1.25, -52.99
2412, 23.17, 3.35, -39.39
4144, 23.17, 3.35, -38.79
5884, 23.17, -0.53, -38.87
7636, 23.17, -0.53, -38.96
13288, -14.98, 5.09, -18.32
15068, -14.98, 5.09, -17.42
16868, -14.98, 0.34, -17.36
22580, -52.48, 5.82, 6.38
24304, -52.48, 5.82, 7.43
26064, -52.48, 1.21, 7.63
27828, -52.48, 1.21, 7.83
-32060, -77.84, 4.94, 27.89
-30224, -77.84, 4.94, 29.06
-28424, -77.84, 1.79, 29.36
-22736, -75.29, 1.42, 35.09
-20952, -75.29, 1.42, 35.34
-19140, -75.29, 1.73, 35.63
-13444, -50.16, -1.94, 27.77
-11652, -50.16, -1.94, 27.42
-9836, -50.16, 1.15, 27.61
-8064, -50.16, 1.15, 27.81
-2396, -18.40, -3.51, 13.53
-652, -18.40, -3.51, 12.91
1060, -18.40, 0.42, 12.99
6664, 19.21, -5.15, -7.74
8352, 19.21, -5.15, -8.67
10056, 19.21, -0.44, -8.73
11812, 19.21, -0.44, -8.80
17460, 38.51, -3.29, -22.15
19296, 38.51, -3.29, -22.92
21104, 38.51, -0.89, -23.06
26776, 24.60, 1.16, -18.38
28536, 24.60, 1.16, -18.18
30332, 24.60, -0.57, -18.27
32120, 24.60, -0.57, -18.37
-27708, -8.45, 4.27, -0.97
-26016, -8.45, 4.27, -0.20
-24316, -8.45, 0.19, -0.17
-18728, -41.18, 5.06, 20.36
-16944, -41.18, 5.06, 21.25
-15140, -41.18, 0.95, 21.41
-13344, -41.18, 0.95, 21.57
-7632, -73.86, 5.72, 44.81
-5828, -73.86, 5.72, 46.16
-4068, -73.86, 1.70, 46.45
1556, -86.40, 3.55, 60.78
3284, -86.40, 3.55, 61.41
5024, -86.40, 1.99, 61.74
6776, -86.40, 1.99, 62.06
12476, -69.31, -0.51, 59.95
14256, -69.31, -0.51, 59.86
16060, -69.31, 1.59, 60.13
21752, -36.49, -3.21, 47.16
23532, -36.49, -3.21, 46.58
25340, -36.49, 0.84, 46.72
31028, 8.43, -5.75, 23.45
32748, 8.43, -5.75, 22.44
-31036, 8.43, -0.19, 22.40
-29296, 8.43, -0.19, 22.38
-23640, 49.92, -6.31, -3.28
-21904, 49.92, -6.31, -4.39
-20140, 49.92, -1.15, -4.58
-14476, 74.38, -4.74, -23.86
-12688, 74.38, -4.74, -24.69
-10820, 74.38, -1.71, -25.08
-9016, 74.38, -1.71, -25.36
-3344, 64.51, -0.26, -26.42
-1608, 64.51, -0.26, -26.46
152, 64.51, -1.48, -26.72
5720, 33.65, 3.12, -14.16
7456, 33.65, 3.12, -13.63
9200, 33.65, -0.77, -13.75
10956, 33.65, -0.77, -13.87
16680, 2.54, 3.76, 1.47
18348, 2.54, 3.76, 2.14
20040, 2.54, -0.06, 2.13
25616, -35.41, 5.61, 24.81
27392, -35.41, 5.61, 25.82
29252, -35.41, 0.81, 26.01
31048, -35.41, 0.81, 26.14
-28784, -53.95, 3.53, 40.50
-27000, -53.95, 3.53, 41.14
-25184, -53.95, 1.24, 41.34
-19496, -38.34, -1.05, 37.12
-17708, -38.34, -1.05, 36.93
-15904, -38.34, 0.88, 37.08
-14104, -38.34, 0.88, 37.23
-8332, -3.75, -4.13, 20.16
-6636, -3.75, -4.13, 19.44
-4908, -3.75, 0.09, 19.45
656, 49.46, -7.86, -12.25
2352, 49.46, -7.86, -13.60
4096, 49.46, -1.14, -13.78
5864, 49.46, -1.14, -13.97
11528, 81.96, -5.91, -38.01
13300, 81.96, -5.91, -39.05
15096, 81.96, -1.89, -39.36
20836, 89.39, -2.96, -51.46
22616, 89.39, -2.96, -51.98
24412, 89.39, -2.06, -52.32
30100, 89.29, -2.04, -60.56
31872, 89.29, -2.04, -60.92
-31868, 89.29, -2.05, -61.25
-30060, 89.29, -2.05, -61.59
-24280, 90.64, -2.25, -70.87
-22492, 90.64, -2.25, -71.27
-20688, 90.64, -2.08, -71.61
-14988, 69.49, 1.02, -67.50
-13156, 69.49, 1.02, -67.26
-11360, 69.49, -1.60, -67.52
-5672, 33.76, 3.64, -52.83
-3932, 33.76, 3.64, -52.17
-2176, 33.76, -0.78, -52.30
-432, 33.76, -0.78, -52.43
5212, -17.40, 6.79, -24.66
6940, -17.40, 6.79, -23.46
8688, -17.40, 0.40, -23.40
10428, -17.40, 0.40, -23.33
16132, -62.41, 6.97, 5.18
17864, -62.41, 6.97, 6.44
19624, -62.41, 1.44, 6.68
25244, -93.46, 6.03, 30.97
27076, -93.46, 6.03, 32.39
28872, -93.46, 2.15, 32.74
-30972, -89.72, 1.60, 39.24
-29188, -89.72, 1.60, 39.52
-27384, -89.72, 2.06, 39.86
-25584, -89.72, 2.06, 40.22
-19872, -57.24, -2.68, 29.35
-18080, -57.24, -2.68, 28.88
-16256, -57.24, 1.32, 29.11
-10548, -15.36, -4.80, 9.62
-8812, -15.36, -4.80, 8.78
-7092, -15.36, 0.35, 8.84
-5392, -15.36, 0.35, 8.90
192, 27.06, -5.96, -15.19
1872, 27.06, -5.96, -16.21
3620, 27.06, -0.62, -16.32
9244, 43.73, -3.09, -28.78
11016, 43.73, -3.09, -29.48
12820, 43.73, -1.01, -29.64
14616, 43.73, -1.01, -29.80
20328, 24.52, 1.80, -22.45
22096, 24.52, 1.80, -22.15
23892, 24.52, -0.56, -22.24
29568, -10.79, 4.62, -3.58
31304, -10.79, 4.62, -2.74
-32472, -10.79, 0.25, -2.70
-30708, -10.79, 0.25, -2.66
-25044, -45.88, 5.40, 19.30
-23272, -45.88, 5.40, 20.25
-21472, -45.88, 1.06, 20.44
-15764, -75.89, 5.44, 42.57
-13920, -75.89, 5.44, 43.85
-12116, -75.89, 1.75, 44.14
-6400, -83.30, 2.83, 55.65
-4668, -83.30, 2.83, 56.15
-2908, -83.30, 1.92, 56.48
-1164, -83.30, 1.92, 56.80
4536, -64.61, -0.82, 53.44
6276, -64.61, -0.82, 53.29
8024, -64.61, 1.49, 53.54
13680, -32.06, -3.31, 40.09
15456, -32.06, -3.31, 39.48
17252, -32.06, 0.74, 39.60
19040, -32.06, 0.74, 39.73
24768, 8.26, -5.13, 18.71
26492, 8.26, -5.13, 17.81
28248, 8.26, -0.19, 17.78
-31672, 46.08, -5.80, -5.55
-29952, 46.08, -5.80, -6.55
-28200, 46.08, -1.06, -6.72
-26452, 46.08, -1.06, -6.88
-20796, 68.61, -4.38, -24.70
-18952, 68.61, -4.38, -25.72
-17140, 68.61, -1.58, -25.98
-11428, 60.01, -0.32, -27.29
-9648, 60.01, -0.32, -27.34
-7892, 60.01, -1.38, -27.57
-2220, 29.16, 3.15, -14.72
-476, 29.16, 3.15, -14.16
1236, 29.16, -0.67, -14.27
2992, 29.16, -0.67, -14.38
8664, -5.38, 4.40, 3.59
10296, -5.38, 4.40, 4.40
11980, -5.38, 0.12, 4.42
13684, -5.38, 0.12, 4.44
19268, -45.22, 6.05, 28.99
21100, -45.22, 6.05, 30.42
22896, -45.22, 1.04, 30.59
28556, -66.23, 4.13, 47.25
30340, -66.23, 4.13, 48.00
32136, -66.23, 1.52, 48.25
-27696, -53.08, -0.40, 46.62
-25916, -53.08, -0.40, 46.55
-24116, -53.08, 1.22, 46.75
-22256, -53.08, 1.22, 47.02
-16560, -19.35, -3.72, 31.93
-14768, -19.35, -3.72, 31.27
-12952, -19.35, 0.45, 31.34
-7276, 31.97, -7.09, 2.72
-5596, 31.97, -7.09, 1.50
-3904, 31.97, -0.74, 1.38
-2208, 31.97, -0.74, 1.26
3388, 61.67, -5.15, -19.58
5128, 61.67, -5.15, -20.51
6884, 61.67, -1.42, -20.74
12524, 80.74, -4.23, -37.86
14364, 80.74, -4.23, -38.88
16160, 80.74, -1.86, -39.17
17964, 80.74, -1.86, -39.47
23684, 74.47, -0.94, -43.30
25452, 74.47, -0.94, -43.46
27248, 74.47, -1.71, -43.74
-32580, 49.41, 1.95, -35.83
-30804, 49.41, 1.95, -35.50
-29004, 49.41, -1.14, -35.68
-23304, 13.17, 4.17, -18.86
-21528, 13.17, 4.17, -18.15
-19716, 13.17, -0.30, -18.20
-17924, 13.17, -0.30, -18.25
-12212, -30.71, 6.13, 6.63
-10480, -30.71, 6.13, 7.70
-8720, -30.71, 0.71, 7.82
-3104, -54.37, 4.21, 24.97
-1304, -54.37, 4.21, 25.96
456, -54.37, 1.25, 26.17
2168, -54.37, 1.25, 26.39
7812, -44.92, -0.14, 25.81
9548, -44.92, -0.14, 25.79
11300, -44.92, 1.03, 25.97
16952, -18.03, -2.93, 14.20
18736, -18.03, -2.93, 13.68
20540, -18.03, 0.41, 13.75
22324, -18.03, 0.41, 13.82
28028, 15.39, -4.48, -4.37
29760, 15.39, -4.48, -5.18
31516, 15.39, -0.35, -5.24
-28368, 47.58, -5.10, -25.88
-26528, 47.58, -5.10, -27.10
-24732, 47.58, -1.09, -27.28
-22924, 47.58, -1.09, -27.47
-17208, 54.53, -2.11, -36.06
-15428, 54.53, -2.11, -36.42
-13612, 54.53, -1.25, -36.62
-7888, 32.25, 2.00, -28.51
-6164, 32.25, 2.00, -28.16
-4420, 32.25, -0.74, -28.28
1224, -10.40, 5.56, -5.80
2896, -10.40, 5.56, -4.82
4604, -10.40, 0.24, -4.78
6300, -10.40, 0.24, -4.74
11932, -63.41, 8.07, 28.33
13772, -63.41, 8.07, 30.24
15576, -63.41, 1.46, 30.48
21248, -94.09, 5.96, 54.54
23020, -94.09, 5.96, 55.59
24816, -94.09, 2.16, 55.95
26604, -94.09, 2.16, 56.31
32380, -83.12, 0.58, 58.69
-31384, -83.12, 0.58, 58.79
-29580, -83.12, 1.91, 59.12
-23888, -41.19, -4.22, 42.05
-22100, -41.19, -4.22, 41.31
-20280, -41.19, 0.95, 41.46
-18472, -41.19, 0.95, 41.63
-12760, 14.14, -7.12, 12.58
-10976, 14.14, -7.12, 11.36
-9168, 14.14, -0.33, 11.30
