"","x"
"1571","0.67"
"1572","0.67"
"1573","0.66"
"1574","0.66"
"1575","0.66"
"1576","0.66"
"1577","0.66"
"1578","0.50"
"1579","0.50"
"1580","0.50"
"1581","0.50"
"1582","0.50"
"1583","0.79"
"1584","0.79"
"1585","0.79"
"1586","0.79"
"1587","0.79"
"1588","0.79"
"1589","0.52"
"1590","0.52"
"1591","0.52"
"1592","0.52"
"1593","0.52"
"1594","0.52"
"1595","0.58"
"1596","0.58"
"1597","0.58"
"1598","0.58"
"1599","0.58"
"1600","0.16"
"1601","0.16"
"1602","0.16"
"1603","0.16"
"1604","0.16"
"1605","0.57"
"1606","0.57"
"1607","0.57"
"1608","0.57"
"1609","0.57"
"1610","0.65"
"1611","0.65"
"1612","0.65"
"1613","0.65"
"1614","0.65"
"1615","0.39"
"1616","0.39"
"1617","0.39"
"1618","0.39"
"1619","0.39"
"1620","0.05"
"1621","0.05"
"1622","0.05"
"1623","0.05"
"1624","0.05"
"1625","-0.48"
"1626","-0.48"
"1627","-0.48"
"1628","-0.48"
"1629","-0.48"
"1630","-1.06"
"1631","-1.06"
"1632","-1.06"
"1633","-1.06"
"1634","-1.06"
"1635","-1.10"
"1636","-1.10"
"1637","-1.10"
"1638","-1.10"
"1639","-1.10"
"1640","-1.11"
"1641","-1.11"
"1642","-1.11"
"1643","-1.11"
"1644","-1.11"
"1645","-1.03"
"1646","-1.03"
"1647","-1.03"
"1648","-1.03"
"1649","-1.03"
"1650","-1.20"
"1651","-1.20"
"1652","-1.20"
"1653","-1.20"
"1654","-1.20"
"1655","-1.32"
"1656","-1.32"
"1657","-1.32"
"1658","-1.32"
"1659","-1.32"
"1660","-1.02"
"1661","-1.02"
"1662","-1.02"
"1663","-1.02"
"1664","-1.02"
"1665","-1.32"
"1666","-1.32"
"1667","-1.32"
"1668","-1.32"
"1669","-1.32"
"1670","-1.26"
"1671","-1.26"
"1672","-1.26"
"1673","-1.26"
"1674","-1.26"
"1675","-1.08"
"1676","-1.08"
"1677","-1.08"
"1678","-1.08"
"1679","-1.08"
"1680","-1.37"
"1681","-1.37"
"1682","-1.37"
"1683","-1.37"
"1684","-1.37"
"1685","-0.46"
"1686","-0.46"
"1687","-0.46"
"1688","-0.46"
"1689","-0.46"
"1690","-1.44"
"1691","-1.44"
"1692","-1.44"
"1693","-1.44"
"1694","-1.44"
"1695","-1.67"
"1696","-1.67"
"1697","-1.67"
"1698","-1.67"
"1699","-1.67"
"1700","-1.13"
"1701","-1.13"
"1702","-1.13"
"1703","-1.13"
"1704","-1.13"
"1705","-1.56"
"1706","-1.56"
"1707","-1.56"
"1708","-1.56"
"1709","-1.35"
"1710","-1.35"
"1711","-1.35"
"1712","-1.35"
"1713","-1.35"
"1714","-0.81"
"1715","-0.81"
"1716","-0.81"
"1717","-0.81"
"1718","-0.81"
"1719","-0.53"
"1720","-0.53"
"1721","-0.53"
"1722","-0.53"
"1723","-0.53"
"1724","-0.73"
"1725","-0.73"
"1726","-0.73"
"1727","-0.73"
"1728","-0.73"
"1729","-0.43"
"1730","-0.43"
"1731","-0.43"
"1732","-0.43"
"1733","-0.31"
"1734","-0.31"
"1735","-0.31"
"1736","-0.31"
"1737","-0.31"
"1738","-0.45"
"1739","-0.45"
"1740","-0.45"
"1741","-0.45"
"1742","-0.45"
"1743","-0.25"
"1744","-0.25"
"1745","-0.25"
"1746","-0.25"
"1747","-0.25"
"1748","-0.04"
"1749","-0.04"
"1750","-0.04"
"1751","-0.04"
"1752","-0.04"
"1753","-0.06"
"1754","-0.06"
"1755","-0.06"
"1756","-0.06"
"1757","-0.06"
"1758","0.28"
"1759","0.28"
"1760","0.28"
"1761","0.28"
"1762","0.28"
"1763","0.37"
"1764","0.37"
"1765","0.37"
"1766","0.37"
"1767","0.37"
"1768","0.03"
"1769","0.03"
"1770","0.03"
"1771","0.03"
"1772","0.03"
"1773","0.08"
"1774","0.08"
"1775","0.08"
"1776","0.08"
"1777","0.08"
"1778","0.07"
"1779","0.07"
"1780","0.07"
"1781","0.07"
"1782","0.07"
"1783","-0.07"
"1784","-0.07"
"1785","-0.07"
"1786","-0.07"
"1787","-0.07"
"1788","0.12"
"1789","0.12"
"1790","0.12"
"1791","0.12"
"1792","0.12"
"1793","0.10"
"1794","0.10"
"1795","0.10"
"1796","0.10"
"1797","0.10"
"1798","0.07"
"1799","0.07"
"1800","0.07"
"1801","0.07"
"1802","0.07"
"1803","0.32"
"1804","0.32"
"1805","0.32"
"1806","0.32"
"1807","0.32"
"1808","0.57"
"1809","0.57"
"1810","0.57"
"1811","0.57"
"1812","0.57"
"1813","0.87"
"1814","0.87"
"1815","0.87"
"1816","0.87"
"1817","0.87"
"1818","1.16"
"1819","1.16"
"1820","1.16"
"1821","1.16"
"1822","1.16"
"1823","1.63"
"1824","1.63"
"1825","1.63"
"1826","1.63"
"1827","1.63"
"1828","1.59"
"1829","1.59"
"1830","1.59"
"1831","1.59"
"1832","1.59"
"1833","1.70"
"1834","1.70"
"1835","1.70"
"1836","1.70"
"1837","1.70"
"1838","1.89"
"1839","1.89"
"1840","1.89"
"1841","1.89"
"1842","1.89"
"1843","1.35"
"1844","1.35"
"1845","1.35"
"1846","1.35"
"1847","1.35"
"1848","2.55"
"1849","2.55"
"1850","2.55"
"1851","2.55"
"1852","2.55"
"1853","2.55"
"1854","2.40"
"1855","2.40"
"1856","2.40"
"1857","2.40"
"1858","2.40"
"1859","2.40"
"1860","2.50"
"1861","2.50"
"1862","2.50"
"1863","2.50"
"1864","2.50"
"1865","2.50"
"1866","2.36"
"1867","2.36"
"1868","2.36"
"1869","2.36"
"1870","2.36"
"1871","2.36"
"1872","2.24"
"1873","2.24"
"1874","2.24"
"1875","2.24"
"1876","2.24"
"1877","1.94"
"1878","1.94"
"1879","1.94"
"1880","1.94"
"1881","1.94"
"1882","1.74"
"1883","1.74"
"1884","1.74"
"1885","1.74"
"1886","1.74"
"1887","1.77"
"1888","1.77"
"1889","1.77"
"1890","1.77"
"1891","1.77"
"1892","1.64"
"1893","1.64"
"1894","1.64"
"1895","1.64"
"1896","1.64"
"1897","1.50"
"1898","1.50"
"1899","1.50"
"1900","1.50"
"1901","1.50"
"1902","1.06"
"1903","1.06"
"1904","1.06"
"1905","1.06"
"1906","1.06"
"1907","0.82"
"1908","0.82"
"1909","0.82"
"1910","0.82"
"1911","0.82"
"1912","1.13"
"1913","1.13"
"1914","1.13"
"1915","1.13"
"1916","1.13"
"1917","0.88"
"1918","0.88"
"1919","0.88"
"1920","0.88"
"1921","0.88"
"1922","0.79"
"1923","0.79"
"1924","0.79"
"1925","0.79"
"1926","0.79"
"1927","0.81"
"1928","0.81"
"1929","0.81"
"1930","0.81"
"1931","0.81"
"1932","0.58"
"1933","0.58"
"1934","0.58"
"1935","0.58"
"1936","0.58"
"1937","0.48"
"1938","0.48"
"1939","0.48"
"1940","0.48"
"1941","0.48"
"1942","0.53"
"1943","0.53"
"1944","0.53"
"1945","0.53"
"1946","0.53"
"1947","0.57"
"1948","0.57"
"1949","0.57"
"1950","0.57"
"1951","0.57"
"1952","0.55"
"1953","0.55"
"1954","0.55"
"1955","0.55"
"1956","0.55"
"1957","0.17"
"1958","0.17"
"1959","0.17"
"1960","0.17"
"1961","0.17"
"1962","-0.36"
"1963","-0.36"
"1964","-0.36"
"1965","-0.36"
"1966","-0.36"
"1967","-0.97"
"1968","-0.97"
"1969","-0.97"
"1970","-0.97"
"1971","-0.97"
"1972","-1.42"
"1973","-1.42"
"1974","-1.42"
"1975","-1.42"
"1976","-1.42"
"1977","-1.80"
"1978","-1.80"
"1979","-1.80"
"1980","-1.80"
"1981","-1.80"
"1982","-1.69"
"1983","-1.69"
"1984","-1.69"
"1985","-1.69"
"1986","-1.69"
"1987","-1.96"
"1988","-1.96"
"1989","-1.96"
"1990","-1.96"
"1991","-1.96"
"1992","-2.19"
"1993","-2.19"
"1994","-2.19"
"1995","-2.19"
"1996","-2.19"
"1997","-1.89"
"1998","-1.89"
"1999","-1.89"
"2000","-1.89"
"2001","-1.89"
"2002","-1.94"
"2003","-1.94"
"2004","-1.94"
"2005","-1.94"
"2006","-1.94"
"2007","-2.08"
"2008","-2.08"
"2009","-2.08"
"2010","-2.08"
"2011","-2.08"
"2012","-1.81"
"2013","-1.81"
"2014","-1.81"
"2015","-1.81"
"2016","-1.81"
"2017","-1.73"
"2018","-1.73"
"2019","-1.73"
"2020","-1.73"
"2021","-1.73"
"2022","-2.19"
"2023","-2.19"
"2024","-2.19"
"2025","-2.19"
"2026","-2.19"
"2027","-2.21"
"2028","-2.21"
"2029","-2.21"
"2030","-2.21"
"2031","-2.21"
"2032","-2.32"
"2033","-2.32"
"2034","-2.32"
"2035","-2.32"
"2036","-2.32"
"2037","-1.81"
"2038","-1.81"
"2039","-1.81"
"2040","-1.81"
"2041","-1.81"
"2042","-2.35"
"2043","-2.35"
"2044","-2.35"
"2045","-2.35"
"2046","-2.35"
"2047","-2.17"
"2048","-2.17"
"2049","-2.17"
"2050","-2.17"
"2051","-2.17"
"2052","-1.94"
"2053","-1.94"
"2054","-1.94"
"2055","-1.94"
"2056","-1.94"
"2057","-2.36"
"2058","-2.36"
"2059","-2.36"
"2060","-2.36"
"2061","-2.36"
"2062","-1.66"
"2063","-1.66"
"2064","-1.66"
"2065","-1.66"
"2066","-1.66"
"2067","-1.58"
"2068","-1.58"
"2069","-1.58"
"2070","-1.58"
"2071","-1.58"
"2072","-2.08"
"2073","-2.08"
"2074","-2.08"
"2075","-2.08"
"2076","-2.08"
"2077","-1.28"
"2078","-1.28"
"2079","-1.28"
"2080","-1.28"
"2081","-1.28"
"2082","-1.19"
"2083","-1.19"
"2084","-1.19"
"2085","-1.19"
"2086","-1.19"
"2087","-1.25"
"2088","-1.25"
"2089","-1.25"
"2090","-1.25"
"2091","-1.25"
"2092","-0.82"
"2093","-0.82"
"2094","-0.82"
"2095","-0.82"
"2096","-0.62"
"2097","-0.62"
"2098","-0.62"
"2099","-0.62"
"2100","-0.62"
"2101","-0.60"
"2102","-0.60"
"2103","-0.60"
"2104","-0.60"
"2105","-0.60"
"2106","-0.48"
"2107","-0.48"
"2108","-0.48"
"2109","-0.48"
"2110","-0.48"
"2111","-0.50"
"2112","-0.50"
"2113","-0.50"
"2114","-0.50"
"2115","-0.50"
"2116","-1.01"
"2117","-1.01"
"2118","-1.01"
"2119","-1.01"
"2120","-0.87"
"2121","-0.87"
"2122","-0.87"
"2123","-0.87"
"2124","-0.87"
"2125","-0.01"
"2126","-0.01"
"2127","-0.01"
"2128","-0.01"
"2129","-0.01"
"2130","-0.06"
"2131","-0.06"
"2132","-0.06"
"2133","-0.06"
"2134","-0.06"
"2135","0.16"
"2136","0.16"
"2137","0.16"
"2138","0.16"
"2139","0.16"
"2140","0.03"
"2141","0.03"
"2142","0.03"
"2143","0.03"
"2144","0.03"
"2145","-0.13"
"2146","-0.13"
"2147","-0.13"
"2148","-0.13"
"2149","-0.13"
"2150","0.49"
"2151","0.49"
"2152","0.49"
"2153","0.49"
"2154","0.49"
"2155","0.59"
"2156","0.59"
"2157","0.59"
"2158","0.59"
"2159","0.59"
"2160","0.67"
"2161","0.67"
"2162","0.67"
"2163","0.67"
"2164","0.67"
"2165","0.98"
"2166","0.98"
"2167","0.98"
"2168","0.98"
"2169","0.98"
"2170","1.43"
"2171","1.43"
"2172","1.43"
"2173","1.43"
"2174","1.43"
"2175","1.17"
"2176","1.17"
"2177","1.17"
"2178","1.17"
"2179","1.17"
"2180","1.32"
"2181","1.32"
"2182","1.32"
"2183","1.32"
"2184","1.32"
"2185","1.63"
"2186","1.63"
"2187","1.63"
"2188","1.63"
"2189","1.63"
"2190","1.84"
"2191","1.84"
"2192","1.84"
"2193","1.84"
"2194","1.84"
"2195","1.53"
"2196","1.53"
"2197","1.53"
"2198","1.53"
"2199","1.53"
"2200","1.99"
"2201","1.99"
"2202","1.99"
"2203","1.99"
"2204","1.99"
"2205","2.04"
"2206","2.04"
"2207","2.04"
"2208","2.04"
"2209","2.04"
"2210","2.10"
"2211","2.10"
"2212","2.10"
"2213","2.10"
"2214","2.10"
"2215","2.21"
"2216","2.21"
"2217","2.21"
"2218","2.21"
"2219","2.21"
"2220","2.48"
"2221","2.48"
"2222","2.48"
"2223","2.48"
"2224","2.48"
"2225","2.61"
"2226","2.61"
"2227","2.61"
"2228","2.61"
"2229","2.61"
"2230","2.61"
"2231","2.73"
"2232","2.73"
"2233","2.73"
"2234","2.73"
"2235","2.73"
"2236","2.73"
"2237","2.58"
"2238","2.58"
"2239","2.58"
"2240","2.58"
"2241","2.58"
"2242","2.58"
"2243","2.83"
"2244","2.83"
"2245","2.83"
"2246","2.83"
"2247","2.83"
"2248","2.18"
"2249","2.18"
"2250","2.18"
"2251","2.18"
"2252","2.18"
"2253","2.00"
"2254","2.00"
"2255","2.00"
"2256","2.00"
"2257","2.00"
"2258","2.04"
"2259","2.04"
"2260","2.04"
"2261","2.04"
"2262","2.04"
"2263","2.26"
"2264","2.26"
"2265","2.26"
"2266","2.26"
"2267","2.26"
"2268","2.24"
"2269","2.24"
"2270","2.24"
"2271","2.24"
"2272","2.24"
"2273","1.55"
"2274","1.55"
"2275","1.55"
"2276","1.55"
"2277","1.55"
"2278","1.44"
"2279","1.44"
"2280","1.44"
"2281","1.44"
"2282","1.44"
"2283","1.65"
"2284","1.65"
"2285","1.65"
"2286","1.65"
"2287","1.65"
"2288","1.12"
"2289","1.12"
"2290","1.12"
"2291","1.12"
"2292","1.12"
"2293","0.92"
"2294","0.92"
"2295","0.92"
"2296","0.92"
"2297","0.92"
"2298","0.92"
"2299","0.92"
"2300","0.92"
"2301","0.92"
"2302","0.92"
"2303","0.76"
"2304","0.76"
"2305","0.76"
"2306","0.76"
"2307","0.76"
"2308","0.64"
"2309","0.64"
"2310","0.64"
"2311","0.64"
"2312","0.64"
"2313","1.09"
"2314","1.09"
"2315","1.09"
"2316","1.09"
"2317","1.09"
"2318","1.02"
"2319","1.02"
"2320","1.02"
"2321","1.02"
"2322","1.02"
"2323","0.74"
"2324","0.74"
"2325","0.74"
"2326","0.74"
"2327","0.74"
"2328","0.64"
"2329","0.64"
"2330","0.64"
"2331","0.64"
"2332","0.64"
"2333","0.28"
"2334","0.28"
"2335","0.28"
"2336","0.28"
"2337","0.28"
"2338","-0.17"
"2339","-0.17"
"2340","-0.17"
"2341","-0.17"
"2342","-0.17"
"2343","-0.53"
"2344","-0.53"
"2345","-0.53"
"2346","-0.53"
"2347","-0.53"
"2348","-0.39"
"2349","-0.39"
"2350","-0.39"
"2351","-0.39"
"2352","-0.39"
"2353","-0.34"
"2354","-0.34"
"2355","-0.34"
"2356","-0.34"
"2357","-0.34"
"2358","-0.40"
"2359","-0.40"
"2360","-0.40"
"2361","-0.40"
"2362","-0.40"
"2363","-0.37"
"2364","-0.37"
"2365","-0.37"
"2366","-0.37"
"2367","-0.37"
"2368","-0.43"
"2369","-0.43"
"2370","-0.43"
"2371","-0.43"
"2372","-0.43"
"2373","-0.73"
"2374","-0.73"
"2375","-0.73"
"2376","-0.73"
"2377","-0.73"
"2378","-0.92"
"2379","-0.92"
"2380","-0.92"
"2381","-0.92"
"2382","-0.92"
"2383","-1.16"
"2384","-1.16"
"2385","-1.16"
"2386","-1.16"
"2387","-1.16"
"2388","-1.42"
"2389","-1.42"
"2390","-1.42"
"2391","-1.42"
"2392","-1.42"
"2393","-1.97"
"2394","-1.97"
"2395","-1.97"
"2396","-1.97"
"2397","-1.97"
"2398","-2.02"
"2399","-2.02"
"2400","-2.02"
"2401","-2.02"
"2402","-2.02"
"2403","-1.92"
"2404","-1.92"
"2405","-1.92"
"2406","-1.92"
"2407","-1.92"
"2408","-2.33"
"2409","-2.33"
"2410","-2.33"
"2411","-2.33"
"2412","-2.33"
"2413","-2.22"
"2414","-2.22"
"2415","-2.22"
"2416","-2.22"
"2417","-2.22"
"2418","-2.44"
"2419","-2.44"
"2420","-2.44"
"2421","-2.44"
"2422","-2.44"
"2423","-2.68"
"2424","-2.68"
"2425","-2.68"
"2426","-2.68"
"2427","-2.68"
"2428","-2.48"
"2429","-2.48"
"2430","-2.48"
"2431","-2.48"
"2432","-2.48"
"2433","-2.59"
"2434","-2.59"
"2435","-2.59"
"2436","-2.59"
"2437","-2.59"
"2438","-3.09"
"2439","-3.09"
"2440","-3.09"
"2441","-3.09"
"2442","-3.09"
"2443","-3.09"
"2444","-2.89"
"2445","-2.89"
"2446","-2.89"
"2447","-2.89"
"2448","-2.89"
"2449","-2.90"
"2450","-2.90"
"2451","-2.90"
"2452","-2.90"
"2453","-2.90"
"2454","-3.09"
"2455","-3.09"
"2456","-3.09"
"2457","-3.09"
"2458","-3.01"
"2459","-3.01"
"2460","-3.01"
"2461","-3.01"
"2462","-3.01"
"2463","-2.65"
"2464","-2.65"
"2465","-2.65"
"2466","-2.65"
"2467","-2.65"
"2468","-2.59"
"2469","-2.59"
"2470","-2.59"
"2471","-2.59"
"2472","-2.33"
"2473","-2.33"
"2474","-2.33"
"2475","-2.33"
"2476","-2.33"
"2477","-2.12"
"2478","-2.12"
"2479","-2.12"
"2480","-2.12"
"2481","-2.12"
"2482","-1.97"
"2483","-1.97"
"2484","-1.97"
"2485","-1.97"
"2486","-1.97"
"2487","-2.16"
"2488","-2.16"
"2489","-2.16"
"2490","-2.16"
"2491","-2.16"
"2492","-1.38"
"2493","-1.38"
"2494","-1.38"
"2495","-1.38"
"2496","-1.38"
"2497","-1.22"
"2498","-1.22"
"2499","-1.22"
"2500","-1.22"
"2501","-1.22"
"2502","-1.47"
"2503","-1.47"
"2504","-1.47"
"2505","-1.47"
"2506","-1.47"
"2507","-1.28"
"2508","-1.28"
"2509","-1.28"
"2510","-1.28"
"2511","-1.28"
"2512","-2.00"
"2513","-2.00"
"2514","-2.00"
"2515","-2.00"
"2516","-2.00"
"2517","-1.90"
"2518","-1.90"
"2519","-1.90"
"2520","-1.90"
"2521","-1.90"
"2522","-1.37"
"2523","-1.37"
"2524","-1.37"
"2525","-1.37"
"2526","-1.37"
"2527","-0.82"
"2528","-0.82"
"2529","-0.82"
"2530","-0.82"
"2531","-0.82"
"2532","-0.72"
"2533","-0.72"
"2534","-0.72"
"2535","-0.72"
"2536","-0.72"
"2537","-0.81"
"2538","-0.81"
"2539","-0.81"
"2540","-0.81"
"2541","-0.84"
"2542","-0.84"
"2543","-0.84"
"2544","-0.84"
"2545","-0.84"
"2546","-0.66"
"2547","-0.66"
"2548","-0.66"
"2549","-0.66"
"2550","-0.66"
"2551","-0.54"
"2552","-0.54"
"2553","-0.54"
"2554","-0.54"
"2555","-0.54"
"2556","-0.35"
"2557","-0.35"
"2558","-0.35"
"2559","-0.35"
"2560","-0.35"
"2561","-0.06"
"2562","-0.06"
"2563","-0.06"
"2564","-0.06"
"2565","0.19"
"2566","0.19"
"2567","0.19"
"2568","0.19"
"2569","0.19"
"2570","0.01"
"2571","0.01"
"2572","0.01"
"2573","0.01"
"2574","0.01"
"2575","0.11"
"2576","0.11"
"2577","0.11"
"2578","0.11"
"2579","0.11"
"2580","0.41"
"2581","0.41"
"2582","0.41"
"2583","0.41"
"2584","0.41"
"2585","0.53"
"2586","0.53"
"2587","0.53"
"2588","0.53"
"2589","0.53"
"2590","0.77"
"2591","0.77"
"2592","0.77"
"2593","0.77"
"2594","0.77"
"2595","0.98"
"2596","0.98"
"2597","0.98"
"2598","0.98"
"2599","0.98"
"2600","1.15"
"2601","1.15"
"2602","1.15"
"2603","1.15"
"2604","1.15"
"2605","1.47"
"2606","1.47"
"2607","1.47"
"2608","1.47"
"2609","1.47"
"2610","1.67"
"2611","1.67"
"2612","1.67"
"2613","1.67"
"2614","1.67"
"2615","1.83"
"2616","1.83"
"2617","1.83"
"2618","1.83"
"2619","1.83"
"2620","2.58"
"2621","2.58"
"2622","2.58"
"2623","2.58"
"2624","2.58"
"2625","2.58"
"2626","2.58"
"2627","2.58"
"2628","2.58"
"2629","2.58"
"2630","2.50"
"2631","2.50"
"2632","2.50"
"2633","2.50"
"2634","2.50"
"2635","2.38"
"2636","2.38"
"2637","2.38"
"2638","2.38"
"2639","2.38"
"2640","2.21"
"2641","2.21"
"2642","2.21"
"2643","2.21"
"2644","2.21"
"2645","2.75"
"2646","2.75"
"2647","2.75"
"2648","2.75"
"2649","2.75"
"2650","2.69"
"2651","2.69"
"2652","2.69"
"2653","2.69"
"2654","2.69"
"2655","2.91"
"2656","2.91"
"2657","2.91"
"2658","2.91"
"2659","2.91"
"2660","3.43"
"2661","3.43"
"2662","3.43"
"2663","3.43"
"2664","3.43"
"2665","3.23"
"2666","3.23"
"2667","3.23"
"2668","3.23"
"2669","3.23"
"2670","3.02"
"2671","3.02"
"2672","3.02"
"2673","3.02"
"2674","3.02"
"2675","3.41"
"2676","3.41"
"2677","3.41"
"2678","3.41"
"2679","3.41"
"2680","3.33"
"2681","3.33"
"2682","3.33"
"2683","3.33"
"2684","3.33"
"2685","3.34"
"2686","3.34"
"2687","3.34"
"2688","3.34"
"2689","3.34"
"2690","3.25"
"2691","3.25"
"2692","3.25"
"2693","3.25"
"2694","3.25"
"2695","3.60"
"2696","3.60"
"2697","3.60"
"2698","3.60"
"2699","3.60"
"2700","3.49"
"2701","3.49"
"2702","3.49"
"2703","3.49"
"2704","3.49"
"2705","3.57"
"2706","3.57"
"2707","3.57"
"2708","3.57"
"2709","3.57"
"2710","3.98"
"2711","3.98"
"2712","3.98"
"2713","3.98"
"2714","3.98"
"2715","4.05"
"2716","4.05"
"2717","4.05"
"2718","4.05"
"2719","4.05"
"2720","4.23"
"2721","4.23"
"2722","4.23"
"2723","4.23"
"2724","4.23"
"2725","4.44"
"2726","4.44"
"2727","4.44"
"2728","4.44"
"2729","4.44"
"2730","3.76"
"2731","3.76"
"2732","3.76"
"2733","3.76"
"2734","3.76"
"2735","3.22"
"2736","3.22"
"2737","3.22"
"2738","3.22"
"2739","3.22"
"2740","3.60"
"2741","3.60"
"2742","3.60"
"2743","3.60"
"2744","3.60"
"2745","2.68"
"2746","2.68"
"2747","2.68"
"2748","2.68"
"2749","2.68"
"2750","2.00"
"2751","2.00"
"2752","2.00"
"2753","2.00"
"2754","2.00"
"2755","2.07"
"2756","2.07"
"2757","2.07"
"2758","2.07"
"2759","2.07"
"2760","1.75"
"2761","1.75"
"2762","1.75"
"2763","1.75"
"2764","1.75"
"2765","1.49"
"2766","1.49"
"2767","1.49"
"2768","1.49"
"2769","1.49"
"2770","1.71"
"2771","1.71"
"2772","1.71"
"2773","1.71"
"2774","1.71"
"2775","1.81"
"2776","1.81"
"2777","1.81"
"2778","1.81"
"2779","1.81"
"2780","1.67"
"2781","1.67"
"2782","1.67"
"2783","1.67"
"2784","1.67"
"2785","1.63"
"2786","1.63"
"2787","1.63"
"2788","1.63"
"2789","1.63"
"2790","1.59"
"2791","1.59"
"2792","1.59"
"2793","1.59"
"2794","1.59"
"2795","1.60"
"2796","1.60"
"2797","1.60"
"2798","1.60"
"2799","1.60"
"2800","1.50"
"2801","1.50"
"2802","1.50"
"2803","1.50"
"2804","1.50"
"2805","1.43"
"2806","1.43"
"2807","1.43"
"2808","1.43"
"2809","1.43"
"2810","1.14"
"2811","1.14"
"2812","1.14"
"2813","1.14"
"2814","1.14"
"2815","0.77"
"2816","0.77"
"2817","0.77"
"2818","0.77"
"2819","0.77"
"2820","0.30"
"2821","0.30"
"2822","0.30"
"2823","0.30"
"2824","0.30"
"2825","-0.09"
"2826","-0.09"
"2827","-0.09"
"2828","-0.09"
"2829","-0.09"
"2830","-0.36"
"2831","-0.36"
"2832","-0.36"
"2833","-0.36"
"2834","-0.36"
"2835","-0.39"
"2836","-0.39"
"2837","-0.39"
"2838","-0.39"
"2839","-0.39"
"2840","-0.32"
"2841","-0.32"
"2842","-0.32"
"2843","-0.32"
"2844","-0.32"
"2845","-0.40"
"2846","-0.40"
"2847","-0.40"
"2848","-0.40"
"2849","-0.40"
"2850","-0.58"
"2851","-0.58"
"2852","-0.58"
"2853","-0.58"
"2854","-0.58"
"2855","-0.89"
"2856","-0.89"
"2857","-0.89"
"2858","-0.89"
"2859","-0.89"
"2860","-1.25"
"2861","-1.25"
"2862","-1.25"
"2863","-1.25"
"2864","-1.25"
"2865","-1.53"
"2866","-1.53"
"2867","-1.53"
"2868","-1.53"
"2869","-1.53"
"2870","-1.69"
"2871","-1.69"
"2872","-1.69"
"2873","-1.69"
"2874","-1.69"
"2875","-1.92"
"2876","-1.92"
"2877","-1.92"
"2878","-1.92"
"2879","-1.92"
"2880","-2.41"
"2881","-2.41"
"2882","-2.41"
"2883","-2.41"
"2884","-2.41"
"2885","-3.04"
"2886","-3.04"
"2887","-3.04"
"2888","-3.04"
"2889","-3.04"
"2890","-3.41"
"2891","-3.41"
"2892","-3.41"
"2893","-3.41"
"2894","-3.41"
"2895","-3.44"
"2896","-3.44"
"2897","-3.44"
"2898","-3.44"
"2899","-3.44"
"2900","-3.46"
"2901","-3.46"
"2902","-3.46"
"2903","-3.46"
"2904","-3.46"
"2905","-3.65"
"2906","-3.65"
"2907","-3.65"
"2908","-3.65"
"2909","-3.65"
"2910","-3.80"
"2911","-3.80"
"2912","-3.80"
"2913","-3.80"
"2914","-3.80"
"2915","-4.52"
"2916","-4.52"
"2917","-4.52"
"2918","-4.52"
"2919","-4.52"
"2920","-4.81"
"2921","-4.81"
"2922","-4.81"
"2923","-4.81"
"2924","-4.81"
"2925","-5.07"
"2926","-5.07"
"2927","-5.07"
"2928","-5.07"
"2929","-5.07"
"2930","-5.79"
"2931","-5.79"
"2932","-5.79"
"2933","-5.79"
"2934","-5.79"
"2935","-6.08"
"2936","-6.08"
"2937","-6.08"
"2938","-6.08"
"2939","-6.08"
"2940","-6.28"
"2941","-6.28"
"2942","-6.28"
"2943","-6.28"
"2944","-6.28"
"2945","-6.05"
"2946","-6.05"
"2947","-6.05"
"2948","-6.05"
"2949","-6.05"
"2950","-5.65"
"2951","-5.65"
"2952","-5.65"
"2953","-5.65"
"2954","-5.65"
"2955","-5.54"
"2956","-5.54"
"2957","-5.54"
"2958","-5.54"
"2959","-5.54"
"2960","-5.36"
"2961","-5.36"
"2962","-5.36"
"2963","-5.36"
"2964","-5.36"
"2965","-5.16"
"2966","-5.16"
"2967","-5.16"
"2968","-5.16"
"2969","-5.28"
"2970","-5.28"
"2971","-5.28"
"2972","-5.28"
"2973","-5.28"
"2974","-4.15"
"2975","-4.15"
"2976","-4.15"
"2977","-4.15"
"2978","-4.15"
"2979","-4.91"
"2980","-4.91"
"2981","-4.91"
"2982","-4.91"
"2983","-4.91"
"2984","-5.16"
"2985","-5.16"
"2986","-5.16"
"2987","-5.16"
"2988","-5.16"
"2989","-4.78"
"2990","-4.78"
"2991","-4.78"
"2992","-4.78"
"2993","-3.98"
"2994","-3.98"
"2995","-3.98"
"2996","-3.98"
"2997","-3.98"
"2998","-3.44"
"2999","-3.44"
"3000","-3.44"
"3001","-3.44"
"3002","-3.44"
"3003","-3.67"
"3004","-3.67"
"3005","-3.67"
"3006","-3.67"
"3007","-3.67"
"3008","-3.93"
"3009","-3.93"
"3010","-3.93"
"3011","-3.93"
"3012","-3.93"
"3013","-3.85"
"3014","-3.85"
"3015","-3.85"
"3016","-3.85"
"3017","-3.85"
"3018","-3.67"
"3019","-3.67"
"3020","-3.67"
"3021","-3.67"
"3022","-3.67"
"3023","-3.51"
"3024","-3.51"
"3025","-3.51"
"3026","-3.51"
"3027","-3.25"
"3028","-3.25"
"3029","-3.25"
"3030","-3.25"
"3031","-1.93"
"3032","-1.93"
"3033","-1.93"
"3034","-1.93"
"3035","-1.93"
"3036","-2.05"
"3037","-2.05"
"3038","-2.05"
"3039","-2.05"
"3040","-2.05"
